,Function Name,Parameters,Source File,Line Number
6848,CustomizationParentFrameBaseMixin:OnButtonClick,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,64
6849,CustomizationRandomizeAppearanceButtonMixin:OnClick,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,75
6850,CustomizationResetCameraButtonMixin:OnClick,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,85
6851,CustomizationZoomButtonMixin:DoClickAction,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,96
6852,CustomizationZoomButtonMixin:DoHoldAction,elapsed,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,100
6853,CustomizationRotateButtonMixin:DoClickAction,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,108
6854,CustomizationRotateButtonMixin:DoHoldAction,elapsed,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,112
6855,CustomizationCategoryButtonMixin:SetCategory,"categoryData, selectedCategoryID",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,120
6856,CustomizationCategoryButtonMixin:IsSelected,"categoryData, selectedCategoryID",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,145
6857,CustomizationCategoryButtonMixin:OnClick,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,149
6858,CustomizationCategoryButtonMixin:GetDebugName,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,179
6859,CustomizationFrameBaseMixin:CustomizationFrameBase_OnLoad,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,187
6860,CustomizationFrameBaseMixin:OnEvent,"event, ...",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,209
6861,CustomizationFrameBaseMixin:OnHide,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,221
6862,CustomizationFrameBaseMixin:AttachToParentFrame,parentFrame,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,227
6863,CustomizationFrameBaseMixin:SetOptionsSpacingConfiguration,"topFrame, bottomFrame",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,233
6864,CustomizationFrameBaseMixin:OnButtonClick,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,238
6865,CustomizationFrameBaseMixin:SetCustomizationChoice,"optionID, choiceID",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,242
6866,CustomizationFrameBaseMixin:PreviewCustomizationChoice,"optionID, choiceID",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,246
6867,CustomizationFrameBaseMixin:ResetCustomizationPreview,clearSavedChoices,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,250
6868,CustomizationFrameBaseMixin:MarkCustomizationChoiceAsSeen,choiceID,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,254
6869,CustomizationFrameBaseMixin:MarkCustomizationOptionAsSeen,optionID,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,258
6870,CustomizationFrameBaseMixin:SaveSeenChoices,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,262
6871,CustomizationFrameBaseMixin:Reset,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,266
6872,CustomizationFrameBaseMixin:NeedsCategorySelected,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,271
6873,CustomizationFrameBaseMixin:NeedsSubcategorySelected,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,285
6874,CustomizationFrameBaseMixin:RefreshCustomizations,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,299
6875,CustomizationFrameBaseMixin:GetFirstValidSubcategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,306
6876,CustomizationFrameBaseMixin:GetFirstValidCategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,318
6877,CustomizationFrameBaseMixin:GetCategory,categoryIndex,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,325
6878,CustomizationFrameBaseMixin:GetCategories,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,329
6879,CustomizationFrameBaseMixin:SetCustomizations,categories,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,333
6880,CustomizationFrameBaseMixin:GetOptionPool,optionType,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,359
6881,CustomizationFrameBaseMixin:GetCategoryPool,categoryData,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,369
6882,CustomizationFrameBaseMixin:ReleaseNonDraggingSliders,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,375
6883,CustomizationFrameBaseMixin:ReleaseClosedDropdowns,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,396
6884,CustomizationFrameBaseMixin:ProcessCategory,"categoryData, interactingOption, optionsToSetup",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,415
6885,CustomizationFrameBaseMixin:UpdateOptionButtons,forceReset,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,469
6886,CustomizationFrameBaseMixin:UpdateOptionsContainer,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,514
6887,CustomizationFrameBaseMixin:UpdateCategoriesContainer,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,518
6888,CustomizationFrameBaseMixin:GetBestCategoryData,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,523
6889,CustomizationFrameBaseMixin:UpdateCameraDistanceOffset,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,532
6890,CustomizationFrameBaseMixin:UpdateZoomButtonStates,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,537
6891,CustomizationFrameBaseMixin:UpdateCameraMode,keepCustomZoom,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,556
6892,CustomizationFrameBaseMixin:SetSelectedCategory,"categoryData, keepState",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,562
6893,CustomizationFrameBaseMixin:SetSelectedSubcategory,"categoryData, keepState",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,575
6894,CustomizationFrameBaseMixin:HasSelectedSubcategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,591
6895,CustomizationFrameBaseMixin:GetSelectedSubcategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,595
6896,CustomizationFrameBaseMixin:IsSelectedSubcategory,subcategoryData,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,599
6897,CustomizationFrameBaseMixin:HasSelectedCategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,607
6898,CustomizationFrameBaseMixin:GetSelectedCategory,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,611
6899,CustomizationFrameBaseMixin:IsSelectedCategory,categoryData,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,615
6900,CustomizationFrameBaseMixin:ResetSubjectRotation,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,624
6901,CustomizationFrameBaseMixin:OnMouseWheel,delta,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,628
6902,CustomizationFrameBaseMixin:ZoomCamera,zoomAmount,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,632
6903,CustomizationFrameBaseMixin:RotateSubject,rotationAmount,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,637
6904,CustomizationFrameBaseMixin:RandomizeAppearance,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,641
6905,CustomizationFrameBaseMixin:ResetPreviewIfDirty,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,645
6906,CustomizationFrameBaseMixin:PreviewChoice,"optionData, choiceData",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,652
6907,CustomizationFrameBaseMixin:OnUpdate,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,664
6908,CustomizationFrameBaseMixin:AddMissingOptions,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,668
6909,CustomizationFrameBaseMixin:AddMissingOption,"categoryIndex, optionIndex",Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,680
6910,CustomizationFrameBaseMixin:GetMissingOptions,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,688
6911,CustomizationFrameBaseMixin:HasMissingOptions,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,692
6912,CustomizationFrameBaseMixin:GetNextMissingOption,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,696
6913,CustomizationFrameBaseMixin:HighlightNextMissingOption,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,704
6914,CustomizationFrameBaseMixin:DisableMissingOptionWarnings,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,719
6915,CustomizationFrameBaseMixin:SetMissingOptionWarningEnabled,enabled,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,723
6916,CustomizationFrameBaseMixin:ToggleTooltipsExpanded,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,727
6917,CustomizationFrameBaseMixin:GetTooltipsExpanded,,Blizzard_CustomizationUI\Blizzard_CustomizationUI.lua,731
6918,GetShouldShowDebugTooltipInfo,,Blizzard_CustomizationUI\Blizzard_CustomizationUtil.lua,1
6919,CustomizationUtil.UpdateShowDebugTooltipInfo,,Blizzard_CustomizationUI\Blizzard_CustomizationUtil.lua,8
6920,CustomizationUtil.ShouldShowDebugTooltipInfo,,Blizzard_CustomizationUI\Blizzard_CustomizationUtil.lua,12
7055,OptionNameSort,"opt1, opt2",Blizzard_DelvesCompanionConfiguration\Blizzard_DelvesCompanionAbilityList.lua,362
7071,DelvesCompanionConfigurationFrameMixin:TryShowSeasonHelptip,,Blizzard_DelvesCompanionConfiguration\Blizzard_DelvesCompanionConfiguration.lua,98
7094,SlotDataNameSort,"a, b",Blizzard_DelvesCompanionConfiguration\Blizzard_DelvesCompanionConfiguration.lua,547
7140,DelvesDifficultyPickerFrameMixin:CheckForNewTierUnlocks,,Blizzard_DelvesDifficultyPicker\Blizzard_DelvesDifficultyPicker.lua,115
7995,ShowRenownRewardsTooltip,"frame, factionID",Blizzard_EncounterJournal\Mainline\Blizzard_EncounterJournal.lua,1103
7996,ShowParagonRewardsTooltip,"frame, factionID",Blizzard_EncounterJournal\Mainline\Blizzard_EncounterJournal.lua,1112
7997,RefreshMajorFactionTooltip,"frame, factionID",Blizzard_EncounterJournal\Mainline\Blizzard_EncounterJournal.lua,1119
8375,FlyoutButtonMixin:OnLoad,,Blizzard_Flyout\Flyout.lua,9
8376,FlyoutButtonMixin:OnHide,,Blizzard_Flyout\Flyout.lua,19
8377,FlyoutButtonMixin:OnClick,,Blizzard_Flyout\Flyout.lua,23
8378,FlyoutButtonMixin:OnEnter,,Blizzard_Flyout\Flyout.lua,27
8379,FlyoutButtonMixin:OnLeave,,Blizzard_Flyout\Flyout.lua,31
8380,FlyoutButtonMixin:OnMouseDown,,Blizzard_Flyout\Flyout.lua,35
8381,FlyoutButtonMixin:OnMouseUp,,Blizzard_Flyout\Flyout.lua,39
8382,FlyoutButtonMixin:OnDragStart,,Blizzard_Flyout\Flyout.lua,43
8383,FlyoutButtonMixin:SetPopup,popup,Blizzard_Flyout\Flyout.lua,48
8384,FlyoutButtonMixin:ClearPopup,,Blizzard_Flyout\Flyout.lua,60
8385,FlyoutButtonMixin:GetPopup,,Blizzard_Flyout\Flyout.lua,72
8386,FlyoutButtonMixin:HasPopup,,Blizzard_Flyout\Flyout.lua,76
8387,FlyoutButtonMixin:GetPopupDirection,,Blizzard_Flyout\Flyout.lua,80
8388,FlyoutButtonMixin:IsPopupOpen,,Blizzard_Flyout\Flyout.lua,84
8389,FlyoutButtonMixin:TogglePopup,,Blizzard_Flyout\Flyout.lua,89
8390,FlyoutButtonMixin:ClosePopup,,Blizzard_Flyout\Flyout.lua,102
8391,FlyoutButtonMixin:OnPopupToggled,,Blizzard_Flyout\Flyout.lua,108
8392,FlyoutButtonMixin:OnPopupHidden,,Blizzard_Flyout\Flyout.lua,115
8393,FlyoutButtonMixin:OnButtonStateChanged,,Blizzard_Flyout\Flyout.lua,119
8394,FlyoutButtonMixin:UpdateArrowShown,,Blizzard_Flyout\Flyout.lua,124
8395,FlyoutButtonMixin:UpdateArrowPosition,,Blizzard_Flyout\Flyout.lua,129
8396,FlyoutButtonMixin:GetArrowRotation,,Blizzard_Flyout\Flyout.lua,146
8397,FlyoutButtonMixin:UpdateArrowRotation,,Blizzard_Flyout\Flyout.lua,168
8398,FlyoutButtonMixin:UpdateArrowTexture,,Blizzard_Flyout\Flyout.lua,173
8399,FlyoutButtonMixin:UpdateBorderShadow,,Blizzard_Flyout\Flyout.lua,184
8400,FlyoutPopupMixin:IsAttachedToButton,flyoutButton,Blizzard_Flyout\Flyout.lua,199
8401,FlyoutPopupMixin:AttachToButton,flyoutButton,Blizzard_Flyout\Flyout.lua,203
8402,FlyoutPopupMixin:DetatchFromButton,,Blizzard_Flyout\Flyout.lua,220
8403,FlyoutPopupMixin:Close,,Blizzard_Flyout\Flyout.lua,228
8404,FlyoutPopupMixin:GetDirection,,Blizzard_Flyout\Flyout.lua,234
8405,FlyoutPopupMixin:IsHorizontal,,Blizzard_Flyout\Flyout.lua,238
8406,FlyoutPopupMixin:GetCrossAxisSize,,Blizzard_Flyout\Flyout.lua,243
8407,FlyoutPopupMixin:UpdatePosition,,Blizzard_Flyout\Flyout.lua,247
8408,FlyoutPopupMixin:UpdateBackground,,Blizzard_Flyout\Flyout.lua,264
8409,FlyoutPopupMixin:SetBorderColor,"r, g, b",Blizzard_Flyout\Flyout.lua,322
8410,FlyoutPopupMixin:OnHide,,Blizzard_Flyout\Flyout.lua,329
8411,FlyoutPopupButtonMixin:SetPopup,popup,Blizzard_Flyout\Flyout.lua,344
8412,FlyoutPopupButtonMixin:GetPopup,,Blizzard_Flyout\Flyout.lua,349
8413,FlyoutPopupButtonMixin:ClosePopup,,Blizzard_Flyout\Flyout.lua,353
8414,FlyoutPopupButtonMixin:OnClick,,Blizzard_Flyout\Flyout.lua,359
9598,NewWarbandSceneAlertFrame_SetUp,"frame, warbandSceneID",Blizzard_FrameXML\Mainline\AlertFrameSystems.lua,1254
9599,NewWarbandSceneAlertFrameMixin:SetUp,warbandSceneID,Blizzard_FrameXML\Mainline\AlertFrameSystems.lua,1260
9600,NewWarbandSceneAlertFrameMixin:OnClick,"button, down",Blizzard_FrameXML\Mainline\AlertFrameSystems.lua,1268
9955,AreaPoiUtil.TryShowTooltip,"region, anchor, poiInfo, customFn",Blizzard_FrameXMLUtil\AreaPoiUtil.lua,3
9994,CollectionWardrobeUtil.AreAllSourcesDisplayableOnPlayer,sources,Blizzard_FrameXMLUtil\CollectionsUtil.lua,480
10114,RenownRewardUtil.AddMajorFactionLandingPageSummaryToTooltip,"tooltip, factionID, callback",Blizzard_FrameXMLUtil\RenownRewardUtil.lua,80
10309,ReputationUtil.TryAppendAccountReputationLineToTooltip,"tooltip, factionID",Blizzard_FrameXMLUtil\Mainline\ReputationUtil.lua,3
10310,ReputationUtil.AddParagonRewardsToTooltip,"tooltip, factionID",Blizzard_FrameXMLUtil\Mainline\ReputationUtil.lua,12
11729,GlueCollectionsMixin:OnShow,,Blizzard_GlueCollections\GlueCollections.lua,3
11730,GlueCollectionsMixin:OnHide,,Blizzard_GlueCollections\GlueCollections.lua,11
11731,GlueCollectionsMixin:OnKeyDown,key,Blizzard_GlueCollections\GlueCollections.lua,15
11732,WarbandSceneGlueEntryMixin:OnClick,button,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,3
11733,WarbandSceneGlueEntryMixin:Init,elementData,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,7
11734,WarbandSceneGlueEntryMixin:SetSelectedState,isSelected,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,13
11735,GlueWarbandSceneJounalMixin:OnLoad,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,41
11736,OnCharacterSelectionUpdated,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,71
11737,GlueWarbandSceneJounalMixin:OnShow,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,79
11738,GlueWarbandSceneJounalMixin:OnEvent,"event, ...",Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,89
11739,GlueWarbandSceneJounalMixin:SetupJournalDropdown,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,95
11740,SetSelectedGroupInfo,"groupID, warbandSceneID",Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,96
11741,GlueWarbandSceneJounalMixin:SetupJournalEntries,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,147
11742,GlueWarbandSceneJounalMixin:SetJournalEntries,"entries, retainCurrentPage",Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,159
11743,GlueWarbandSceneJounalMixin:UpdateWarbandScenes,,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,184
11744,GlueWarbandSceneJounalMixin:SelectWarbandScene,warbandSceneID,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,213
11745,GlueWarbandSceneJounalMixin:GetSelectedStateForEntry,warbandSceneID,Blizzard_GlueCollections\GlueWarbandSceneCollection.lua,227
11916,AccountLoginEditBox_OnKeyDown,"self, key",Blizzard_GlueXML\Mainline\AccountLogin.lua,145
12434,CinematicsMenuMixin:OnChar,key,Blizzard_GlueXML\Mainline\CinematicsMenu.lua,109
12511,OnCollectionsHide,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,57
12513,CharacterSelectListMixin:SetPendingGroupCreation,groupName,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,119
12514,CharacterSelectListMixin:SetPendingGroupDeletion,groupID,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,123
12515,CharacterSelectListMixin:SetPendingGroupSceneUpdate,"groupID, warbandSceneID, applyForAllGroups",Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,127
12516,CharacterSelectListMixin:ProcessPendingGroupActions,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,135
12530,CharacterSelectListMixin:SetAddGroupButtonEnabled,enabled,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,502
12538,CharacterSelectListMixin:EvaluateHelptips,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectList.lua,558
12558,CharacterSelectListGroupHeaderMixin:Init,elementData,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListElements.lua,167
12630,PaidServiceButtonMixin:OnClick,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListElements.lua,1160
12631,PaidServiceButtonMixin:OnEnter,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListElements.lua,1183
12632,PaidServiceButtonMixin:OnLeave,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListElements.lua,1189
12667,CharacterSelectListUtil.GetGroupWarbandSceneInfo,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListUtil.lua,656
12668,CharacterSelectListUtil.GetTotalGroupCount,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListUtil.lua,672
12669,CharacterSelectListUtil.GetTotalGroupSlotCount,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectListUtil.lua,682
12677,UpdateButtonStatesForCollections,enabledState,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectNavBar.lua,59
12678,ToggleCollections,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectNavBar.lua,75
12693,CharacterSelectNavBarMixin:SetCampsButtonEnabled,enabled,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectNavBar.lua,334
12694,CharacterSelectNavBarMixin:EvaluateHelptips,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectNavBar.lua,341
12705,OnCollectionsShow,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,75
12713,CharacterSelectUIMixin:SetDisplay,"selectedElementData, selectedCharacterID",Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,252
12723,CharacterSelectUIMixin:IsCollectionsActive,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,474
12727,CharacterSelectUIMixin:SetEditCampEnabled,enabled,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,490
12747,CharacterListEditGroupFrameMixin:OnLoad,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,714
12748,CharacterListEditGroupFrameMixin:OnShow,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,743
12749,CharacterListEditGroupFrameMixin:OnHide,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,747
12750,CharacterListEditGroupFrameMixin:OnAccept,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,751
12751,CharacterListEditGroupFrameMixin:OnDelete,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,764
12752,deleteGroupCallback,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,765
12753,CharacterListEditGroupFrameMixin:ShowNewGroupFrame,,Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,778
12754,CharacterListEditGroupFrameMixin:ShowEditGroupFrame,"groupID, groupName, isOnlyGroup",Blizzard_GlueXML\Mainline\CharacterSelect\CharacterSelectUI.lua,790
13061,LFGRewardFrameTemplateTitleMixin:OnLoad,,Blizzard_GroupFinder\Mainline\LFGFrame.lua,2335
13574,IslandsPartyPoseMixin:Dismiss,,Blizzard_IslandsPartyPoseUI\Blizzard_IslandsPartyPoseUI.lua,118
14051,MajorFactionUnlockToasts.GetSwirlEffectsByExpansion,expansion,Blizzard_MajorFactions\Blizzard_MajorFactionToasts.lua,10
14055,MajorFactionCelebrationBannerMixin:SetMajorFactionSwirlEffects,expansion,Blizzard_MajorFactions\Blizzard_MajorFactionToasts.lua,32
14088,MapCanvasMixin:AddPinToNudge,pin,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,192
14089,MapCanvasMixin:IsPinNudgingDirty,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,196
14090,MapCanvasMixin:ExecuteOnPinsToNudge,"callbackAllPins, callbackSpecificPins, ...",Blizzard_MapCanvas\Blizzard_MapCanvas.lua,200
14091,MapCanvasMixin:MarkPinNudgingClean,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,208
14092,MapCanvasMixin:SetPinSuppressionDirty,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,213
14093,MapCanvasMixin:IsPinSuppressionDirty,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,217
14094,MapCanvasMixin:MarkPinSuppressionClean,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,221
14095,MapCanvasMixin:SetPinPostProcessDirty,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,225
14107,MapCanvasMixin:RegisterPin,pin,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,370
14108,MapCanvasMixin:UnregisterPin,pin,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,377
14109,MapCanvasMixin:GetPinSuppressors,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,384
14117,DoPinSuppression,"targetPin, mapCanvas",Blizzard_MapCanvas\Blizzard_MapCanvas.lua,458
14118,MapCanvasMixin:UpdatePinSuppression,,Blizzard_MapCanvas\Blizzard_MapCanvas.lua,472
14123,MapCanvasCalculatePinNudgingCallbackSpecificPins,"pinIndex, pin, mapCanvas",Blizzard_MapCanvas\Blizzard_MapCanvas.lua,549
14145,MapCanvasMixin:CallMethodOnDataProviders,"methodName, ...",Blizzard_MapCanvas\Blizzard_MapCanvas.lua,735
14251,MapCanvasDataProviderMixin:PingPin,"idKey, id, frameLevelType, numLoops",Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,108
14252,MapCanvasDataProviderMixin:UpdatePing,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,139
14253,MapCanvasDataProviderMixin:GetPingTargetPin,"idKey, id",Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,155
14321,MapCanvasPinMixin:IsPinSuppressor,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,576
14322,MapCanvasPinMixin:IsSuppressed,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,581
14323,MapCanvasPinMixin:SetSuppressed,suppressor,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,585
14324,MapCanvasPinMixin:ClearSuppression,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,590
14325,MapCanvasPinMixin:GetPinSuppressor,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,594
14326,MapCanvasPinMixin:GetDisplayName,,Blizzard_MapCanvas\MapCanvas_DataProviderBase.lua,598
14415,EnumerateTaintedArray,tbl,Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,15
14416,NextElement,"tbl_, i",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,16
14417,IsEquivalentHandler,"handlerInfo, handler, priority",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,29
14418,InvokeTaintedHandler,"handlerInfo, ...",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,33
14419,MapCanvasSecureUtil.CreateHandlerRegistry,,Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,37
14420,registry:AddHandler,"handler, priority",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,41
14421,registry:RemoveHandler,"handler, priority",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,46
14422,registry:FindHandler,"handler, priority",Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,54
14423,registry:InvokeHandlers,...,Blizzard_MapCanvasSecureUtil\Blizzard_MapCanvasSecureUtil.lua,66
14424,MatchCelebrationPartyPoseMixin:OnLoad,,Blizzard_MatchCelebrationPartyPoseUI\Blizzard_MatchCelebrationPartyPoseUI.lua,3
14425,MatchCelebrationPartyPoseMixin:Dismiss,,Blizzard_MatchCelebrationPartyPoseUI\Blizzard_MatchCelebrationPartyPoseUI.lua,8
16510,OverrideActionBarButtonMixin:EvaluateTutorials,"spellType, id",Blizzard_OverrideActionBar\OverrideActionBar.lua,305
16569,PagedContentFrameBaseMixin:SetPagingControls,pagingControls,Blizzard_PagedContent\Blizzard_PagedContentFrame.lua,465
16631,PagingControlsMixin:SetOverridePagedContentFrame,frame,Blizzard_PagedContent\Blizzard_PagingControls.lua,139
16668,PartyPoseMixin:OnKeyDown,key,Blizzard_PartyPoseUI\Blizzard_PartyPoseUI.lua,429
16669,PartyPoseMixin:Dismiss,,Blizzard_PartyPoseUI\Blizzard_PartyPoseUI.lua,435
16670,PartyPoseUtil.AddDismissClickHandler,"button, panelFrame",Blizzard_PartyPoseUI\Blizzard_PartyPoseUI.lua,445
17188,PlayerChoiceBaseOptionButtonFrameTemplateMixin:OnLoad,,Blizzard_PlayerChoice\Blizzard_PlayerChoiceOptionBase.lua,339
17189,PlayerChoiceBaseOptionButtonFrameTemplateMixin:Setup,"buttonInfo, optionInfo, showAsList",Blizzard_PlayerChoice\Blizzard_PlayerChoiceOptionBase.lua,348
17235,PlayerChoicePowerChoiceTemplateMixin:SetupButtons,,Blizzard_PlayerChoice\Blizzard_PlayerChoicePowerChoiceTemplate.lua,193
18022,POIButtonMixin:IsSuperTracked,,Blizzard_POIButton\POIButton.lua,715
